variant,build,runtime,rep,case,result,iterations,median_ms,cpu_user_ms,e_share,ipc,instructions,cycles
v4,v4 upper bound,tinywasm,2,call_ref twin: call_indirect (200K),-750120562,68,29.131,1966.19,1.000,2.52,9058136671,3598037459
v4,v4 upper bound,tinywasm,3,fib(30),832040,13,150.687,1944.59,1.000,3.22,11472883941,3565298172
v4,v4 upper bound,tinywasm,3,matmul relaxed-simd FMA,48907,510,3.942,2007.60,1.000,3.30,12115103823,3675117242
v4,v4 upper bound,tinywasm,3,audio DSP (1000 frames × 512),761667740,1,1505.008,1493.80,1.000,3.32,9101396284,2738465005
v4,v4 upper bound,tinywasm,3,call_indirect (200K dispatches),-9175573,60,33.132,1979.39,1.000,2.43,8785989200,3622830348
v4,v4 upper bound,tinywasm,3,xmrsplayer (1024-frame buffer),155573075,87,23.582,2041.20,1.000,2.57,9608003597,3736200586
v4,v4 upper bound,tinywasm,3,vtable_poly4 (200K),-126115384,30,66.154,1973.16,1.000,2.65,9562419304,3610770599
v4,v4 upper bound,tinywasm,3,graphql-validation (AS),5,106,18.739,1994.12,1.000,2.28,8315729718,3654767485
v4,v4 upper bound,tinywasm,3,graphql-validation (Porffor),0,124,15.884,1663.40,1.000,2.05,7470800584,3643376068
v4,v4 upper bound,tinywasm,3,sieve(10000) [scalar build],1229,2021,0.989,2002.46,1.000,3.20,11713438358,3664475343
v4,v4 upper bound,tinywasm,3,crc32(64KB) [scalar build],-1910355869,288,7.006,2015.23,1.000,3.33,12284179746,3687455872
v4,v4 upper bound,tinywasm,3,convolution 256×256 [scalar build],8190685,101,19.865,1999.55,1.000,3.11,11376280041,3659234896
v4,v4 upper bound,tinywasm,3,bulk_memory (memory.copy/fill) [scalar build],8698902,137,14.699,2008.25,1.000,3.42,12566592313,3674651709
v4,v4 upper bound,tinywasm,3,tail-call FSM (65536 return_call),-1841735369,272,7.529,2044.67,1.000,3.08,11543506547,3745256274
v4,v4 upper bound,tinywasm,3,"EH parser, exnref (4096 stmts, 25% throw)",830008030,90,22.185,1988.38,1.000,2.64,9613564432,3642819772
v4,v4 upper bound,tinywasm,3,GC binary trees (~130K struct.new),-81253392,12,154.324,1809.90,1.000,2.16,7276892339,3371852634
v4,v4 upper bound,tinywasm,3,call_ref twin: call_indirect (200K),-750120562,69,28.542,1965.86,1.000,2.55,9191128435,3597876804
v4,v4 upper bound,tinywasm,4,fib(30),832040,13,150.696,1944.39,1.000,3.22,11472264528,3563464835
v4,v4 upper bound,tinywasm,4,matmul relaxed-simd FMA,48907,496,3.943,1954.67,1.000,3.29,11782330277,3577974912
v4,v4 upper bound,tinywasm,4,audio DSP (1000 frames × 512),761667740,1,1506.133,1495.94,1.000,3.32,9100641013,2738626642
v4,v4 upper bound,tinywasm,4,call_indirect (200K dispatches),-9175573,56,35.676,1988.37,1.000,2.25,8200998937,3639972923
v4,v4 upper bound,tinywasm,4,xmrsplayer (1024-frame buffer),-2074729185,89,22.511,1997.19,1.000,2.69,9829378733,3658027550
v4,v4 upper bound,tinywasm,4,vtable_poly4 (200K),-126115384,30,65.970,1967.39,1.000,2.66,9562596293,3600772739
v4,v4 upper bound,tinywasm,4,graphql-validation (AS),5,107,18.419,1982.13,1.000,2.31,8384177003,3633882408
v4,v4 upper bound,tinywasm,4,graphql-validation (Porffor),0,121,16.052,1636.61,1.000,2.02,7303253745,3606989826
v4,v4 upper bound,tinywasm,4,sieve(10000) [scalar build],1229,1924,0.990,1907.96,1.000,3.19,11152765182,3494046139
v4,v4 upper bound,tinywasm,4,crc32(64KB) [scalar build],-1910355869,289,7.009,2022.60,1.000,3.33,12327240343,3702346342
v4,v4 upper bound,tinywasm,4,convolution 256×256 [scalar build],8190685,102,19.855,2017.45,1.000,3.11,11488913638,3691186769
v4,v4 upper bound,tinywasm,4,bulk_memory (memory.copy/fill) [scalar build],8698902,137,14.732,2012.58,1.000,3.41,12567478576,3687992091
v4,v4 upper bound,tinywasm,4,tail-call FSM (65536 return_call),-1841735369,270,7.512,2025.29,1.000,3.09,11456412294,3706283523
v4,v4 upper bound,tinywasm,4,"EH parser, exnref (4096 stmts, 25% throw)",830008030,90,22.114,1980.99,1.000,2.65,9611867537,3626562198
v4,v4 upper bound,tinywasm,4,GC binary trees (~130K struct.new),-81253392,12,153.784,1802.77,1.000,2.17,7276677179,3357393418
v4,v4 upper bound,tinywasm,4,call_ref twin: call_indirect (200K),-750120562,66,29.959,1969.55,1.000,2.44,8791625090,3603643549
v4,v4 upper bound,tinywasm,5,fib(30),832040,13,150.763,1946.99,1.000,3.21,11472954932,3568819454
v4,v4 upper bound,tinywasm,5,matmul relaxed-simd FMA,48907,511,3.929,2005.64,1.000,3.31,12138470051,3669830092
v4,v4 upper bound,tinywasm,5,audio DSP (1000 frames × 512),761667740,1,1520.232,1507.90,1.000,3.29,9101450698,2764243145
v4,v4 upper bound,tinywasm,5,call_indirect (200K dispatches),-9175573,60,33.166,1982.39,1.000,2.42,8785734799,3627716314
v4,v4 upper bound,tinywasm,5,xmrsplayer (1024-frame buffer),1890055750,88,22.972,2016.05,1.000,2.63,9717960344,3689632375
v4,v4 upper bound,tinywasm,5,vtable_poly4 (200K),-126115384,30,65.742,1961.48,1.000,2.66,9562255917,3588542952
v4,v4 upper bound,tinywasm,5,graphql-validation (AS),5,97,18.428,1801.89,1.000,2.30,7604331963,3303378864
v4,v4 upper bound,tinywasm,5,graphql-validation (Porffor),0,122,16.090,1667.03,1.000,2.02,7337444880,3627293973
v4,v4 upper bound,tinywasm,5,sieve(10000) [scalar build],1229,1891,0.990,1875.10,1.000,3.19,10960259849,3431246782
v4,v4 upper bound,tinywasm,5,crc32(64KB) [scalar build],-1910355869,289,7.020,2026.21,1.000,3.32,12326903364,3708051926
v4,v4 upper bound,tinywasm,5,convolution 256×256 [scalar build],8190685,102,19.965,2029.16,1.000,3.10,11488707131,3711786001
v4,v4 upper bound,tinywasm,5,bulk_memory (memory.copy/fill) [scalar build],8698902,137,14.731,2014.12,1.000,3.41,12566559060,3686009306
v4,v4 upper bound,tinywasm,5,tail-call FSM (65536 return_call),-1841735369,269,7.506,2016.93,1.000,3.09,11414736199,3695627140
v4,v4 upper bound,tinywasm,5,"EH parser, exnref (4096 stmts, 25% throw)",830008030,89,22.326,1979.57,1.000,2.62,9506879670,3625419765
v4,v4 upper bound,tinywasm,5,GC binary trees (~130K struct.new),-81253392,12,153.635,1805.62,1.000,2.16,7276954924,3364032262
v4,v4 upper bound,tinywasm,5,call_ref twin: call_indirect (200K),-750120562,66,28.757,1891.87,1.000,2.54,8791022474,3460422328
base2,tinywasm next b45a98a (re-run),tinywasm,1,fib(30),832040,11,166.494,1821.14,0.998,3.18,10610477072,3340930898
base2,tinywasm next b45a98a (re-run),tinywasm,1,matmul relaxed-simd FMA,48907,401,4.471,1791.06,1.000,3.22,10554181413,3278890249
base2,tinywasm next b45a98a (re-run),tinywasm,1,audio DSP (1000 frames × 512),761667740,1,1686.551,1673.12,1.000,3.38,10363706610,3066488627
base2,tinywasm next b45a98a (re-run),tinywasm,1,call_indirect (200K dispatches),-9175573,57,35.000,1985.88,1.000,2.43,8831405467,3634694311
base2,tinywasm next b45a98a (re-run),tinywasm,1,xmrsplayer (1024-frame buffer),1821690159,80,25.070,1999.72,1.000,2.61,9535638430,3659945146
base2,tinywasm next b45a98a (re-run),tinywasm,1,vtable_poly4 (200K),-126115384,28,71.298,1982.30,1.000,2.67,9671720782,3628530194
base2,tinywasm next b45a98a (re-run),tinywasm,1,graphql-validation (AS),5,98,19.882,1965.60,1.000,2.32,8359782428,3597550681
base2,tinywasm next b45a98a (re-run),tinywasm,1,graphql-validation (Porffor),0,115,16.777,1642.14,1.000,2.09,7450608680,3572384281
base2,tinywasm next b45a98a (re-run),tinywasm,1,sieve(10000) [scalar build],1229,1810,1.118,2013.78,1.000,3.15,11612125784,3685330062
base2,tinywasm next b45a98a (re-run),tinywasm,1,crc32(64KB) [scalar build],-1910355869,246,8.113,1979.99,1.000,3.20,11583453998,3623236182
base2,tinywasm next b45a98a (re-run),tinywasm,1,convolution 256×256 [scalar build],8190685,89,22.386,1983.92,1.000,3.05,11072324576,3630896379
base2,tinywasm next b45a98a (re-run),tinywasm,1,bulk_memory (memory.copy/fill) [scalar build],8698902,117,16.736,1948.40,1.000,3.31,11822699126,3566596014
base2,tinywasm next b45a98a (re-run),tinywasm,1,tail-call FSM (65536 return_call),-1841735369,248,7.986,1977.31,1.000,3.10,11222735610,3622402343
base2,tinywasm next b45a98a (re-run),tinywasm,1,"EH parser, exnref (4096 stmts, 25% throw)",830008030,86,23.155,1982.89,1.000,2.64,9587053693,3631940958
base2,tinywasm next b45a98a (re-run),tinywasm,1,GC binary trees (~130K struct.new),-81253392,12,155.661,1830.91,1.000,2.19,7460536148,3408891560
base2,tinywasm next b45a98a (re-run),tinywasm,1,call_ref twin: call_indirect (200K),-750120562,66,30.290,1989.22,1.000,2.57,9360186554,3641161875
base2,tinywasm next b45a98a (re-run),tinywasm,2,fib(30),832040,11,166.290,1819.40,1.000,3.18,10597026242,3332279821
base2,tinywasm next b45a98a (re-run),tinywasm,2,matmul relaxed-simd FMA,48907,453,4.489,2030.25,1.000,3.21,11922569928,3716009444
base2,tinywasm next b45a98a (re-run),tinywasm,2,audio DSP (1000 frames × 512),761667740,1,1682.612,1672.92,1.000,3.38,10362878634,3062318290
base2,tinywasm next b45a98a (re-run),tinywasm,2,call_indirect (200K dispatches),-9175573,57,34.751,1972.28,1.000,2.45,8831073185,3610961369
base2,tinywasm next b45a98a (re-run),tinywasm,2,xmrsplayer (1024-frame buffer),1258103818,82,24.262,1979.87,1.000,2.70,9772772929,3623421220
base2,tinywasm next b45a98a (re-run),tinywasm,2,vtable_poly4 (200K),-126115384,28,71.554,1994.85,1.000,2.65,9671480822,3651056668
base2,tinywasm next b45a98a (re-run),tinywasm,2,graphql-validation (AS),5,97,19.742,1930.29,1.000,2.34,8275429076,3532428103
base2,tinywasm next b45a98a (re-run),tinywasm,2,graphql-validation (Porffor),0,119,16.523,1678.12,1.000,2.12,7705414689,3643090424
base2,tinywasm next b45a98a (re-run),tinywasm,2,sieve(10000) [scalar build],1229,1778,1.116,1979.19,1.000,3.15,11406769475,3621963238
base2,tinywasm next b45a98a (re-run),tinywasm,2,crc32(64KB) [scalar build],-1910355869,247,8.038,1981.15,1.000,3.21,11630987403,3626631632
base2,tinywasm next b45a98a (re-run),tinywasm,2,convolution 256×256 [scalar build],8190685,88,22.399,1962.84,1.000,3.05,10949340437,3593239775
base2,tinywasm next b45a98a (re-run),tinywasm,2,bulk_memory (memory.copy/fill) [scalar build],8698902,116,16.762,1932.97,1.000,3.31,11725740009,3547306906
base2,tinywasm next b45a98a (re-run),tinywasm,2,tail-call FSM (65536 return_call),-1841735369,248,8.001,1980.29,1.000,3.10,11221898307,3624849472
base2,tinywasm next b45a98a (re-run),tinywasm,2,"EH parser, exnref (4096 stmts, 25% throw)",830008030,86,23.091,1977.38,1.000,2.65,9585651337,3620923677
base2,tinywasm next b45a98a (re-run),tinywasm,2,GC binary trees (~130K struct.new),-81253392,12,156.096,1829.29,1.000,2.19,7460096785,3407241079
base2,tinywasm next b45a98a (re-run),tinywasm,2,call_ref twin: call_indirect (200K),-750120562,66,30.339,1992.04,1.000,2.57,9359957079,3646143789
base2,tinywasm next b45a98a (re-run),tinywasm,3,fib(30),832040,11,166.515,1818.72,1.000,3.18,10597232920,3332854293
base2,tinywasm next b45a98a (re-run),tinywasm,3,matmul relaxed-simd FMA,48907,453,4.473,2024.39,1.000,3.22,11922631865,3705629520
